327	太原	张家口	456.941	7.615683333	6.527728571	5.7117625
328	张家口	太原	455.814	7.5969	6.511628571	5.697675
329	太原	承德	693.711	11.56185	9.910157143	8.6713875
330	承德	太原	692.855	11.54758333	9.897928571	8.6606875
331	太原	北京	485.508	8.0918	6.935828571	6.06885
332	北京	太原	484.593	8.07655	6.922757143	6.0574125
333	太原	唐山	605.975	10.09958333	8.656785714	7.5746875
334	唐山	太原	606.197	10.10328333	8.659957143	7.5774625
335	太原	秦皇岛	744.133	12.40221667	10.63047143	9.3016625
336	秦皇岛	太原	744.295	12.40491667	10.63278571	9.3036875
337	太原	天津	499.014	8.3169	7.128771429	6.237675
338	天津	太原	500.19	8.3365	7.145571429	6.252375
339	太原	保定	334.636	5.577266667	4.780514286	4.18295
340	保定	太原	333.625	5.560416667	4.766071429	4.1703125
341	太原	石家庄	212.243	3.537383333	3.032042857	2.6530375
342	石家庄	太原	212.583	3.54305	3.0369	2.6572875
343	济南	徐州	295.795	4.929916667	4.225642857	3.6974375
344	徐州	济南	295.387	4.923116667	4.219814286	3.6923375
345	济南	合肥	595.639	9.927316667	8.509128571	7.4454875
346	合肥	济南	595.112	9.918533333	8.5016	7.4389
347	济南	南京	597.329	9.955483333	8.533271429	7.4666125
348	南京	济南	597.058	9.950966667	8.5294	7.463225
349	济南	镇江	622.993	10.38321667	8.8999	7.7874125
350	镇江	济南	621.868	10.36446667	8.883828571	7.77335
351	济南	常州	672.988	11.21646667	9.614114286	8.41235
352	常州	济南	679.637	11.32728333	9.7091	8.4954625
353	济南	无锡	722.848	12.04746667	10.3264	9.0356
354	无锡	济南	721.401	12.02335	10.30572857	9.0175125
355	济南	苏州	753.134	12.55223333	10.75905714	9.414175
356	苏州	济南	750.64	12.51066667	10.72342857	9.383
357	济南	上海	811.306	13.52176667	11.59008571	10.141325
358	上海	济南	808.278	13.4713	11.54682857	10.103475
359	济南	杭州	864.259	14.40431667	12.34655714	10.8032375
360	杭州	济南	863.033	14.38388333	12.32904286	10.7879125
361	济南	宁波	961.977	16.03295	13.74252857	12.0247125
362	宁波	济南	959.215	15.98691667	13.70307143	11.9901875
363	济南	张家口	571.811	9.530183333	8.168728571	7.1476375
364	张家口	济南	576.748	9.612466667	8.239257143	7.20935
365	济南	承德	579.463	9.657716667	8.278042857	7.2432875
366	承德	济南	582.629	9.710483333	8.323271429	7.2828625
367	济南	北京	413.679	6.89465	5.9097	5.1709875
368	北京	济南	414.008	6.900133333	5.9144	5.1751
369	济南	唐山	416.627	6.943783333	5.951814286	5.2078375
370	唐山	济南	414.937	6.915616667	5.927671429	5.1867125
371	济南	秦皇岛	546.685	9.111416667	7.809785714	6.8335625
372	秦皇岛	济南	544.75	9.079166667	7.782142857	6.809375
373	济南	天津	324.754	5.412566667	4.639342857	4.059425
374	天津	济南	324.095	5.401583333	4.629928571	4.0511875
375	济南	保定	316.269	5.27115	4.518128571	3.9533625
376	保定	济南	317.774	5.296233333	4.539628571	3.972175
377	济南	石家庄	291.402	4.8567	4.162885714	3.642525
378	石家庄	济南	292.544	4.875733333	4.1792	3.6568
379	济南	太原	480.184	8.003066667	6.859771429	6.0023
380	太原	济南	482.366	8.039433333	6.890942857	6.029575
